SN,Movie,Worldwide (In Cr),India Net (In Cr),India Gross (In Cr),Overseas (In Cr),Budget ( In Cr),Verdict,Genre,Movie Rating
974,Malaal,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 10.00,Disaster,"Comedy, Family",7.6
975,Laila Majnu,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 10.00,Flop,"Crime, Drama",7.6
976,Manto,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 10.00,Disaster,"Comedy, Drama, Romance",7.6
977,Phool Aur Paththar,₹ 14.00,₹ 2.00,₹ 5.00,₹ 9.00,₹ 0.00,Blockbuster,"Animation, Family, Fantasy",7.6
978,The Body,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 30.00,Disaster,"Comedy, Crime",7.6
979,Master,₹ 223.00,₹ 2.00,₹ 178.00,₹ 44.00,₹ 135.00,Blockbuster,"Comedy, Drama",7.6
980,Aggar,₹ 9.00,₹ 2.00,₹ 8.00,₹ 1.00,₹ 1.00,flop,"Action, Crime, Thriller",7.6
981,Jai Kishen,₹ 4.00,₹ 2.00,₹ 4.00,₹ 0.00,₹ 2.00,Average,"Crime, Drama, Thriller",7.6
982,Phobia,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 8.00,Disaster,Drama,7.6
983,Mard Ko Dard Nahi Hota,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 21.00,Disaster,"Action, Adventure, ",7.6
984,Aligarh,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 11.00,Disaster,"Action, Crime, Thriller",7.6
985,Bhangra Paa Le,₹ 2.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 8.00,flop,"Adventure, Comedy, Family",7.6
986,Fantastic Beasts: The Secrets of Dumbledore,₹ 0.00,₹ 2.00,₹ 11.00,₹ 0.00,₹ 1.00,Average,"Action, Biography, Crime",7.6
987,Salaam Venky,₹ 3.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 15.00,flop,"Animation, Adventure, Drama",7.6
988,Uncharted,"₹ 1,100.00",₹ 2.00,₹ 10.00,₹ 670.00,₹ 900.00,Flop,"Biography, Crime, Drama",7.6
989,Pailwaan,₹ 52.00,₹ 2.00,₹ 48.00,₹ 4.00,₹ 40.00,Average,"Drama, ",7.6
990,Gandhi Godse Ek Yudh,₹ 0.00,₹ 2.00,₹ 0.00,₹ 0.00,₹ 1.00,flop,"Comedy, Crime, Drama",7.6
991,Mere Jeevan Saathi,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 11.00,Disaster,"Drama, War, Western",7.6
992,Shabaash Mithu,₹ 1.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 1.00,flop,"Adventure, Comedy, War",7.6
993,Bheed,₹ 2.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 1.00,flop,"Animation, Adventure, Family",7.6
994,Jai Mummy Di,₹ 3.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 20.00,flop,"Drama, Mystery, Thriller",7.6
995,Love Sonia,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 15.00,Flop,"Comedy, Music, Musical",7.6
996,Nikamma,₹ 0.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 1.00,flop,"Comedy, Drama, Romance",7.6
997,Saugandh,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 2.00,Average,"Drama, Western",7.6
998,Akaash Vani,₹ 3.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 10.00,Disaster,"Drama, Romance, War",7.6
999,Zwigato,₹ 1.00,₹ 2.00,₹ 1.00,₹ 0.00,₹ 1.00,flop,"Drama, War",7.6
1000,FryDay,₹ 2.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 15.00,Disaster,"Crime, Mystery, Thriller",7.6
